chroma_stft,chroma_cqt,chroma_cens,melspectogram,rms,centroid,bandwidth,contrast,flatness,rolloff,crossing_rate,tempogram,fourier_tempogram,mcffs_1,mcffs_2,mcffs_3,mcffs_4,mcffs_5,mcffs_6,mcffs_7,mcffs_8,mcffs_9,mcffs_10,mcffs_11,mcffs_12,mcffs_13,mcffs_14,mcffs_15,mcffs_16,mcffs_17,mcffs_18,mcffs_19,mcffs_20,mcffs_21,mcffs_22,mcffs_23,mcffs_24,mcffs_25,mcffs_26,mcffs_27,mcffs_28,mcffs_29,mcffs_30,mcffs_31,mcffs_32,mcffs_33,mcffs_34,mcffs_35,mcffs_36,mcffs_37,mcffs_38,mcffs_39,mcffs_40,Label
0.51504886,0.63842523,0.27848792,0.75383705,0.09962073,6900.971451679347,4778.398755299461,17.307878397235747,0.052327085,12039.120244565218,0.22686962182971016,0.25612014725649157,(0.4838434159755707+0.0045146881602704525j),-179.02489,26.81198,-8.2845335,50.678486,-6.1617923,12.510046,0.24422519,17.41315,-4.0790296,15.807729,6.6132064,-0.1150848,7.143658,6.950406,-6.4687104,9.433908,-0.6626677,0.36738274,2.8493857,6.887187,-1.1065145,1.5318782,6.6020665,-3.491471,1.165601,3.616308,-4.8193364,0.50395656,-0.5226451,-0.1608852,-1.3010359,3.8293612,-0.68390006,0.7543529,1.069829,1.2370397,-4.4920263,4.6124997,-4.6052265,2.297416,101729-0-0-1.wav
0.4387659,0.6129391,0.277053,0.7243699,0.09605044,6414.897328325821,5116.6740165653155,17.648697263181187,0.020843662,12080.251783288044,0.17097344882246376,0.22139150671036484,(0.5304238796234131+0.002633196534588933j),-233.40068,41.91783,10.615986,46.54956,-1.4996288,5.982838,6.4945264,15.00247,-6.39694,17.49137,10.222113,-5.3831983,9.664034,7.6904397,-12.628918,10.166572,0.67911357,-1.7514184,3.1144433,9.139886,-1.5302618,1.4016551,8.824774,-5.5621176,0.7568999,4.5868716,-6.6582823,0.47882974,0.38041642,-0.88427585,-2.7453196,3.4736006,0.4864768,0.9561294,2.3673453,2.2293198,-4.7983193,5.258079,-6.1614366,2.2102168,101729-0-0-11.wav
0.47670868,0.6206125,0.27697042,0.67079884,0.0931879,6757.544286236735,4930.859583397557,17.54035660497466,0.03662829,12136.238111413044,0.20174507472826086,0.23733371983326765,(0.5095844268798828-0.0036479949485510588j),-215.03719,31.489334,2.5838037,50.111538,-4.9388356,9.615676,3.1381118,15.132043,-5.411123,16.31585,8.049246,-2.7419682,8.161506,6.929798,-9.957238,9.397654,-0.21356778,-0.77137595,3.3388731,8.361722,-0.7023846,2.1759627,7.931666,-4.643557,0.9788468,4.338336,-5.766647,0.81841487,-0.10917261,-0.88533974,-2.091669,3.4498012,0.11473568,0.96089095,1.548024,1.3619103,-4.82434,5.1316843,-6.068779,1.8076423,101729-0-0-12.wav
0.52166677,0.64478636,0.27673757,0.63725644,0.08963643,6892.575977379744,4809.401195173295,17.38861317731371,0.04893119,12037.497452445652,0.21973930027173913,0.24684743132377537,(0.4804551303386688+0.0003720276290550828j),-198.89438,26.776081,-4.7103167,52.431335,-5.884266,12.034477,1.3437488,14.836546,-3.7548022,15.12465,6.4113917,0.31178486,6.8806543,6.10758,-7.861795,8.510629,-0.5487432,0.5253324,2.9351141,7.056676,-0.17694291,2.4500008,6.7048106,-3.4411747,0.9125255,3.4940724,-5.4815907,0.42060414,-0.8528002,-0.41430452,-1.6047536,3.2371387,-0.21154131,1.1572087,1.3279778,0.9532662,-4.6611376,4.450048,-5.2732315,1.241807,101729-0-0-13.wav
0.5365784,0.63883543,0.27618152,0.54237384,0.07889117,6518.401026325587,5018.7899837207615,17.19411977768863,0.036716882,12003.169157608696,0.18570963541666666,0.24308029921642535,(0.4815112352371216+0.0008260734030045569j),-222.0049,37.55917,0.88995254,49.612003,-2.5806906,9.521946,4.495776,14.053419,-2.7384143,15.2282505,8.283761,-0.67782277,6.5945573,6.442393,-8.383843,8.775201,0.4796687,0.07074895,2.5712988,7.6668534,-0.20493814,1.4914175,6.1692977,-3.2341542,0.6569496,3.5480182,-5.69917,-0.6883522,-0.71274483,-0.5830899,-1.9729899,3.1727872,0.016387032,0.81868976,1.8074713,1.411747,-4.3628554,3.981759,-4.8761883,1.1800456,101729-0-0-14.wav
0.48552647,0.6329531,0.27261934,0.558406,0.07823231,6013.650839380055,5382.0439192967815,17.33772186289674,0.015295659,12422.660920516304,0.1404976222826087,0.22961046181234185,(0.505562424659729-0.0006176123861223459j),-257.27872,54.477688,15.463287,40.89861,2.1147203,3.3890364,9.524909,12.558124,-4.501389,18.166689,10.797411,-4.762633,7.614659,8.732743,-11.434232,9.338956,1.310903,-2.2841306,2.2250128,10.051803,-0.5856114,0.5064267,8.92397,-4.7512913,0.180773,4.7032557,-6.0101533,-1.3625237,-0.63717705,-1.4322599,-3.7014663,3.5693338,0.64163053,0.11517018,1.8394443,1.1111785,-4.839551,4.348508,-5.0254745,2.2378507,101729-0-0-16.wav
0.50869834,0.56690115,0.27233085,0.4937362,0.07120452,5995.038916123244,5473.489800170792,17.175274484830027,0.015828537,12640.177479619566,0.13248556385869564,0.22420497822720506,(0.5068984627723694+0.004507220815867186j),-262.83414,55.563824,15.934392,38.954994,3.001677,4.538846,8.844759,11.527071,-3.6880825,17.84208,10.574028,-3.721054,6.9804735,8.344215,-10.67025,8.5613575,1.8287895,-1.532811,2.2515216,9.17519,-0.6893615,1.1469035,7.454294,-3.9750566,0.30537996,4.2225842,-6.0372643,-0.43705475,-0.5733758,-1.135507,-3.314676,3.4415603,0.8325696,0.5318399,1.7335479,1.1610681,-4.2369375,4.1644626,-4.5756526,2.2099555,101729-0-0-17.wav
0.49299607,0.60728294,0.27359873,0.5328687,0.07531302,6008.599143215915,5464.012260254205,17.32559812057072,0.014682521,12662.58449388587,0.13597995923913042,0.21928746316183795,(0.5141451358795166-0.0008203185861930251j),-265.12067,55.868862,16.741634,37.398518,2.9712381,3.7150593,9.813481,11.807263,-5.8925195,18.262594,12.000298,-4.1365275,8.0451975,9.367244,-11.938289,9.222635,2.2464857,-2.3852081,1.805015,9.576714,-1.8262724,0.019909492,8.168391,-4.4795094,0.2256007,5.399866,-5.8992624,-0.27708548,0.49518326,-0.634561,-3.6146176,3.5206897,1.4078903,0.38929152,2.1488347,1.7448108,-4.662672,4.3617244,-4.738737,2.0546076,101729-0-0-18.wav
0.47468674,0.5913567,0.2710068,0.5593643,0.07756237,5975.297099870406,5454.135595403522,17.430078664066613,0.013678053,12632.500424592392,0.1379783740942029,0.21569172575071952,(0.5098369121551514+0.002660969505086541j),-262.38052,57.06121,16.648817,37.101875,3.7513623,2.873731,10.361122,12.463824,-7.0380054,18.431852,12.56771,-5.4478307,7.404819,9.459501,-12.5972595,9.504962,2.8358262,-2.365676,2.2086532,10.199234,-1.4371238,-1.3201686,9.405012,-4.2072973,-0.36094192,5.556541,-6.0168166,-0.7465148,0.4371816,-0.3077604,-4.22883,3.8034103,1.790096,0.18670991,2.2155552,2.7011976,-5.054446,4.14259,-4.52164,1.9852076,101729-0-0-19.wav
0.4971583,0.6026479,0.27552757,0.47452468,0.07011132,5946.267138784431,5548.759159844332,17.337678676210082,0.013842019,12817.124235733696,0.13345080389492753,0.2242375279696672,(0.49676278233528137+0.0010915008606389165j),-268.9442,59.61808,17.983826,35.12792,3.980541,2.3736005,9.239504,12.444746,-5.76927,17.67587,11.146219,-5.2312403,7.11637,8.453983,-12.224253,8.834021,2.8875315,-1.6026452,2.434305,10.694508,-0.6585871,-0.63381785,8.806916,-3.612386,-0.103079885,5.112847,-5.62352,-0.52210385,0.5658405,-0.5187562,-3.9881804,3.8699214,1.2196565,0.3852628,2.1165702,2.379144,-4.4604383,4.253036,-4.09387,1.8809412,101729-0-0-21.wav
0.49213865,0.60733545,0.2757285,0.5266516,0.07362315,5958.311401208082,5540.702345134106,17.295931012460994,0.013709002,12823.552989130434,0.1312797214673913,0.23460888426358684,(0.5065932869911194+0.0037219952791929245j),-269.7607,59.382683,17.871346,35.50727,4.222485,2.225325,9.20742,12.569036,-5.3155184,17.48319,11.167547,-5.2262187,6.5390577,8.756187,-12.270542,9.158385,3.0709636,-2.1984892,1.7681314,10.27159,-0.38132593,-0.28036314,8.956808,-4.3676987,-0.94005466,4.7854185,-5.7821684,-0.6750619,0.22959962,-0.7881131,-3.9216464,3.630461,1.0609109,0.72200984,2.691126,2.4330077,-3.8505158,4.5684342,-4.563025,2.286951,101729-0-0-22.wav
0.4633568,0.6235737,0.27711716,0.59525174,0.082276516,6077.339591833313,5418.173435665978,17.600812118560764,0.01355376,12679.249320652174,0.13944746376811595,0.22745794941826553,(0.5230357646942139+0.0023366110399365425j),-266.18497,53.992664,16.721365,38.177876,2.7916698,1.945872,9.774635,13.881871,-6.019404,18.418877,11.445582,-6.3680167,7.106333,9.479321,-12.774219,10.364997,2.7263865,-2.3283772,2.6237943,10.62148,-0.9926833,-0.15603262,9.250432,-5.605674,-0.6230994,5.361232,-6.3561006,-0.36713192,0.5497509,-0.51977307,-3.9381893,3.6381814,1.0144861,0.43171555,2.9970777,2.3040595,-4.495386,5.167887,-5.2449303,2.695892,101729-0-0-23.wav
