chroma_stft,chroma_cqt,chroma_cens,melspectogram,rms,centroid,bandwidth,contrast,flatness,rolloff,crossing_rate,tempogram,fourier_tempogram,mcffs_1,mcffs_2,mcffs_3,mcffs_4,mcffs_5,mcffs_6,mcffs_7,mcffs_8,mcffs_9,mcffs_10,mcffs_11,mcffs_12,mcffs_13,mcffs_14,mcffs_15,mcffs_16,mcffs_17,mcffs_18,mcffs_19,mcffs_20,mcffs_21,mcffs_22,mcffs_23,mcffs_24,mcffs_25,mcffs_26,mcffs_27,mcffs_28,mcffs_29,mcffs_30,mcffs_31,mcffs_32,mcffs_33,mcffs_34,mcffs_35,mcffs_36,mcffs_37,mcffs_38,mcffs_39,mcffs_40,Label
0.41084775,0.59966457,0.2750062,1.6185153,0.06288011,2315.323931062206,2083.9879086755254,18.07290619074875,0.00064151414,3774.239979619565,0.07704512001811595,0.16734426893107207,(0.5138881206512451-0.007500914391130209j),-302.02985,140.8697,-68.729836,-31.979597,-3.7171571,7.350813,-17.00413,-13.103753,0.43161878,-7.2604733,2.597887,7.972783,11.888679,7.3367386,4.677867,2.2456517,-2.9399717,-1.9670315,0.022294462,4.193371,1.9438707,-1.0915055,1.4324205,6.22148,5.7575717,-0.07809258,2.5515862,4.211931,-2.0818992,-0.47199363,3.3761454,0.75229263,0.52526927,2.3761191,0.8636571,0.54662955,3.4969416,1.7500396,-0.78067744,-0.51148456,100652-3-0-0.wav
0.39292908,0.5877378,0.27281356,1.7410882,0.06284596,2252.724402724214,1938.2311961589492,17.514468220632605,0.0003069983,3473.6489470108695,0.07912562273550725,0.17295699160315914,(0.48260703682899475+0.0020414444152265787j),-318.99292,141.15005,-69.278854,-42.83497,-0.19198494,6.8998513,-16.633043,-16.269127,-1.0877413,-7.516704,-0.7667797,8.0412445,10.921581,8.943484,5.596564,-0.4524084,-5.8601947,-3.7149148,-1.6330904,2.3488657,0.72434735,-3.254252,-0.15813519,6.6692348,7.2445016,-0.43368164,0.52569145,2.1273959,-3.3417013,-2.4896812,1.8137331,1.6377597,-0.24024379,-0.027835658,-0.59158695,1.5018944,4.616825,1.2151791,-1.7546526,-1.3172351,100652-3-0-1.wav
0.41077393,0.59608555,0.27662036,1.731248,0.05837764,2262.00703675716,1977.7020286672837,17.283199291815542,0.00035980987,3553.665081521739,0.07946954257246377,0.17785835411807557,(0.48084333539009094-0.00269519817084074j),-318.87677,135.22217,-59.582035,-45.38993,2.913156,6.7446184,-18.041994,-16.700367,-2.4874003,-6.778627,1.4100738,10.154249,8.943757,6.853483,4.303489,-0.46170503,-3.328449,-1.7306315,-0.67041415,0.13085893,-0.12612714,-0.455721,0.31257093,4.138021,3.3134124,-1.8999629,1.5940307,3.1532283,-1.8154,-2.59303,2.6787045,3.071962,-1.7843902,0.09097989,0.7749963,1.0150052,2.4402692,-0.14650184,0.16537723,-0.20547432,100652-3-0-2.wav
0.39290798,0.5565469,0.2687708,2.688253,0.07264388,2154.096999893094,1830.9381216990582,17.5644264808145,0.00034854742,3266.4932914402175,0.0764252151268116,0.146663238743214,(0.46668994426727295-0.0031580368522554636j),-314.90936,132.96121,-58.681812,-51.202095,5.6977096,5.440441,-21.321478,-17.526857,-4.4789696,-6.744816,1.9053491,11.424745,12.004546,9.426254,3.7439141,-1.9302819,-5.030384,-4.827601,-0.41826043,2.7284522,0.10366231,-1.2756476,0.526536,5.243896,4.522816,-1.9217595,0.16175687,1.8401302,-1.6214015,-1.7228489,2.0351365,3.4508054,-0.35134712,0.033046823,2.1386032,1.6162457,1.0589194,-0.8282363,-1.4882814,-0.72528034,100652-3-0-3.wav
0.10466238,0.503383,0.25113574,0.7035722,0.0213366,633.3643878741998,691.0843265493658,16.920680647064064,0.7918361,1174.9639096467392,0.016958220108695653,0.036878223767540685,(0.09496151655912399-0.03983118757605553j),-453.76205,28.765257,-10.550659,1.1931919,-3.7690928,2.5074193,-4.5201983,2.899756,-3.5639555,2.2593064,0.13123463,0.5595047,0.96910155,0.70900923,1.3292689,-0.3392977,0.5490942,-1.2193502,0.60728943,-1.5083961,1.2893664,-0.5645697,1.0155436,0.080760844,-0.064657606,0.34445247,-0.505618,-0.43334302,-0.22960709,0.5744802,-0.50318843,0.7411027,-0.6983758,0.6761493,-0.25952992,0.19956711,-0.4355521,-0.12072944,-0.45045012,-0.5452398,102104-3-0-0.wav
0.7278011,0.48783845,0.25218004,9.434206,0.25073966,1626.9739668314778,2763.900886296695,15.636432142678323,0.0001495812,3642.731402853261,0.008933423913043479,0.20159912322924448,(0.5107435584068298+0.00032486175769008696j),-184.8471,146.80046,-37.33276,31.40625,-4.5087323,23.914576,9.763795,6.054154,9.128522,6.8761377,14.058296,6.0615335,11.002992,4.7000356,6.8098845,1.1103729,2.4154294,12.450023,10.618378,9.334548,7.255725,5.741266,4.644182,3.6102295,6.0080743,10.253857,3.4098668,-0.6554746,4.0686827,7.927125,10.668954,7.465459,2.2842164,4.051786,3.8825142,-0.89896137,2.1855032,4.228964,2.9621372,-0.049176965,102858-5-0-0.wav
0.72639704,0.49803156,0.26184252,9.622516,0.25351444,1610.1742550654526,2749.759877283855,15.480021658180936,0.00017849173,3566.4601732336955,0.008388530344202899,0.19457137119935605,(0.5084840655326843+0.002098419703543186j),-183.1326,149.33426,-36.368828,32.34834,-4.184021,24.141401,8.935221,5.602005,8.858144,6.6632924,12.762217,5.0975456,10.799335,4.801494,6.975213,1.0290924,2.7187998,12.048059,9.709242,8.794627,6.8312035,5.744639,4.4515033,3.3449078,6.0591216,9.948662,3.2993865,-1.007834,3.861725,7.7049274,10.210626,7.3676972,2.1837559,4.215924,4.464624,-0.2606278,2.8905075,4.729287,2.7906704,0.1150115,102858-5-0-1.wav
0.3424246,0.52312124,0.25249088,7.896587,0.22025226,1940.7685406331125,2151.7545569184626,16.592769539816114,0.00056068733,3071.134086277174,0.06101817255434783,0.2733859793234231,(0.41512420773506165-0.0008182022138498724j),-109.122826,195.32672,-74.45123,1.772738,-9.686511,-9.01596,3.3824754,-13.440678,-6.177926,-6.6089644,-16.185017,-10.497678,-0.8649262,-0.13468164,3.8384218,4.9970217,4.281503,3.153045,-2.6370285,0.20204268,3.5840254,1.4498295,-8.266347,-17.788431,-15.885943,0.53190446,12.52142,9.328126,-3.7294877,-6.788608,2.3776948,5.7804937,-4.3175864,-14.760354,-11.155996,2.4209158,8.191444,1.9769697,-2.2951171,-0.755018,102871-8-0-0.wav
0.32665244,0.52966434,0.2516436,6.2927246,0.1962309,1951.649841549519,2139.3462989299896,16.63177034220624,0.0005621646,3067.4515964673915,0.061473901721014496,0.279307328311939,(0.4146712124347687+0.0005788523703813553j),-123.74729,194.71448,-75.241745,2.0243673,-12.035457,-7.5016007,5.547521,-12.09742,-4.1364384,-5.28456,-17.332726,-11.850578,-1.183143,0.7935334,5.7121162,6.4521832,4.5624604,2.3287773,-1.1954765,0.63245577,3.7686627,3.3185034,-6.5642495,-16.306341,-15.052474,-0.050941333,11.995667,9.409794,-3.8302915,-6.777804,2.250573,6.2863655,-3.74208,-13.86058,-9.145624,3.3820903,7.2549105,1.6004243,-1.0195905,0.12238862,102871-8-0-1.wav
0.3662222,0.5834431,0.27250636,6.900944,0.20026791,1924.6038470054848,2568.860195983805,15.895979375389903,0.0010875944,2729.411514945652,0.058643285778985504,0.2685564681736048,(0.41385701298713684-4.400549005367793e-05j),-108.43841,190.55403,-47.205982,-11.940353,-9.068205,-1.4276094,8.264022,-5.196777,-8.174966,-2.7445424,-4.5652947,-5.458069,1.3083448,-0.33993596,2.677255,2.2734036,-2.5350578,-2.200379,-8.800606,-6.7011833,5.225014,9.868105,2.6514769,-8.02297,-10.938844,-0.2576966,8.299203,4.2504616,-4.5154934,-8.683588,-3.537706,3.1620452,1.370271,-5.827024,-6.704315,-0.24866448,3.7637627,2.7658367,1.1059681,-0.7256317,102871-8-0-10.wav
